customer_id,first_name,last_name,age,annual_income,spending_score,cluster,cluster_name
852,Steven,Brown,47,41119.83,86,0,Budget Enthusiasts
853,Richard,Miller,66,98086.74,34,4,Middle-Income Moderate
854,Donald,Thompson,38,83861.04,50,1,High-Income Conservative
855,Emily,Johnson,53,45280.62,33,4,Middle-Income Moderate
856,Margaret,White,40,117498.76,73,3,High-Value Spenders
857,Joseph,Walker,55,55816.04,3,4,Middle-Income Moderate
858,Mark,Walker,29,69622.28,2,2,Cost-Conscious
859,Linda,King,42,68727.97,4,2,Cost-Conscious
860,Robert,White,37,51746.58,16,2,Cost-Conscious
861,Mark,Sanchez,66,75991.69,54,4,Middle-Income Moderate
862,Patricia,Thomas,66,81534.96,33,4,Middle-Income Moderate
863,Susan,Gonzalez,59,116748.82,9,4,Middle-Income Moderate
864,Mary,Anderson,24,119458.91,57,1,High-Income Conservative
865,Anthony,Clark,46,40612.28,40,2,Cost-Conscious
866,Donald,Brown,65,97060.4,52,3,High-Value Spenders
867,Emily,Thomas,46,136505.71,82,3,High-Value Spenders
868,Emily,Robinson,30,34142.26,16,2,Cost-Conscious
869,Betty,Robinson,20,81478.83,8,2,Cost-Conscious
870,Anthony,Scott,19,117545.91,87,1,High-Income Conservative
871,Robert,Williams,33,99493.87,60,1,High-Income Conservative
872,Nancy,Perez,47,33076.14,36,2,Cost-Conscious
873,David,Perez,55,71558.8,3,4,Middle-Income Moderate
874,Elizabeth,Lopez,23,85941.13,15,2,Cost-Conscious
875,Jennifer,Lee,62,149459.93,97,3,High-Value Spenders
876,Linda,Brown,24,43219.03,82,0,Budget Enthusiasts
877,Daniel,Walker,22,147715.09,23,1,High-Income Conservative
878,Betty,Walker,24,68899.47,3,2,Cost-Conscious
879,Susan,Thompson,51,46041.66,30,4,Middle-Income Moderate
880,Betty,Martin,49,73834.18,45,4,Middle-Income Moderate
881,Richard,Anderson,66,99819.37,17,4,Middle-Income Moderate
882,Karen,Thompson,30,47754.66,58,0,Budget Enthusiasts
883,Matthew,Ramirez,47,57887.08,58,0,Budget Enthusiasts
884,Steven,Thomas,42,131091.05,96,3,High-Value Spenders
885,Susan,Lee,38,149871.23,57,1,High-Income Conservative
886,Emily,Anderson,38,61362.45,7,2,Cost-Conscious
887,Patricia,Taylor,45,39351.38,39,2,Cost-Conscious
888,Robert,Gonzalez,65,123112.21,78,3,High-Value Spenders
889,Linda,Jackson,37,98059.24,58,1,High-Income Conservative
890,Dorothy,Robinson,51,33052.15,56,0,Budget Enthusiasts
891,Donald,Moore,22,143080.29,15,1,High-Income Conservative
892,William,Wilson,35,30146.44,44,2,Cost-Conscious
893,Mark,Scott,56,101296.33,12,4,Middle-Income Moderate
894,Jessica,Scott,60,75111.84,8,4,Middle-Income Moderate
895,Lisa,Martin,28,92361.11,80,0,Budget Enthusiasts
896,David,Jackson,34,47717.85,41,2,Cost-Conscious
897,Daniel,Miller,65,109454.35,34,4,Middle-Income Moderate
898,James,Brown,62,144763.56,46,3,High-Value Spenders
899,Christopher,King,39,79595.36,88,0,Budget Enthusiasts
900,Betty,Johnson,54,87984.58,29,4,Middle-Income Moderate
901,Emily,Jones,37,51175.52,16,2,Cost-Conscious
902,Daniel,Martinez,65,135942.84,5,4,Middle-Income Moderate
903,James,Young,65,146252.67,5,4,Middle-Income Moderate
904,Joseph,Gonzalez,65,122218.6,30,4,Middle-Income Moderate
905,Christopher,Jones,63,90560.56,50,4,Middle-Income Moderate
906,William,Martinez,23,144383.59,5,1,High-Income Conservative
907,William,Martinez,51,40000.51,13,4,Middle-Income Moderate
908,Elizabeth,Clark,31,82203.81,99,0,Budget Enthusiasts
909,Betty,Lee,65,89888.74,49,4,Middle-Income Moderate
910,Paul,Davis,40,83949.13,89,0,Budget Enthusiasts
911,Matthew,Smith,37,124314.38,50,1,High-Income Conservative
912,Betty,Ramirez,30,107152.38,14,1,High-Income Conservative
913,David,Wilson,64,36465.6,46,4,Middle-Income Moderate
914,Mary,Lee,61,65038.67,90,0,Budget Enthusiasts
915,Michael,Robinson,58,64079.99,82,0,Budget Enthusiasts
916,Karen,Lee,49,93532.19,84,3,High-Value Spenders
917,Anthony,Rodriguez,43,57889.59,34,2,Cost-Conscious
918,Kimberly,Taylor,67,35245.33,71,0,Budget Enthusiasts
919,Anthony,Jones,31,104978.75,47,1,High-Income Conservative
920,Thomas,Walker,69,130634.8,60,3,High-Value Spenders
921,Margaret,Jackson,53,141109.05,74,3,High-Value Spenders
922,Matthew,Scott,25,146435.19,79,1,High-Income Conservative
923,Michael,Allen,57,121545.19,81,3,High-Value Spenders
924,Jennifer,Gonzalez,39,38161.32,11,2,Cost-Conscious
925,Margaret,Wilson,39,130904.54,98,3,High-Value Spenders
926,Steven,Allen,33,71994.81,91,0,Budget Enthusiasts
927,Mark,Lewis,44,114888.47,85,3,High-Value Spenders
928,Lisa,Scott,27,89064.84,95,0,Budget Enthusiasts
929,Betty,Martinez,42,127718.8,50,1,High-Income Conservative
930,Dorothy,Walker,48,75315.75,4,4,Middle-Income Moderate
931,Christopher,Garcia,38,28033.2,41,2,Cost-Conscious
932,Michael,Smith,44,92387.08,59,3,High-Value Spenders
933,Thomas,Miller,34,42267.77,60,0,Budget Enthusiasts
934,Nancy,Clark,50,145517.29,81,3,High-Value Spenders
935,Nancy,Lee,48,88505.2,62,3,High-Value Spenders
936,Lisa,Ramirez,67,91962.64,84,3,High-Value Spenders
937,Dorothy,Thomas,59,137944.54,25,4,Middle-Income Moderate
938,Michael,Thompson,43,101196.08,87,3,High-Value Spenders
939,James,Martin,38,59354.82,79,0,Budget Enthusiasts
940,Ashley,Harris,53,58492.3,33,4,Middle-Income Moderate
941,Richard,Ramirez,18,85205.22,19,2,Cost-Conscious
942,Sandra,Jones,21,132659.07,57,1,High-Income Conservative
943,Daniel,Lee,21,123314.81,15,1,High-Income Conservative
944,Charles,Moore,43,145156.28,41,1,High-Income Conservative
945,Ashley,Garcia,21,29345.2,69,0,Budget Enthusiasts
946,Sandra,Lewis,66,54882.39,80,0,Budget Enthusiasts
947,Mark,Jackson,26,30427.0,60,2,Cost-Conscious
948,Mark,Allen,47,117640.3,96,3,High-Value Spenders
949,Sandra,Smith,68,38308.38,22,4,Middle-Income Moderate
950,Sarah,Williams,62,32985.22,43,4,Middle-Income Moderate
951,Charles,Lee,21,93017.39,32,1,High-Income Conservative
952,Karen,Wright,22,73493.01,13,2,Cost-Conscious
953,James,Williams,62,112963.17,38,4,Middle-Income Moderate
954,Jessica,Harris,40,83312.0,26,2,Cost-Conscious
955,Mary,Martin,33,75293.5,81,0,Budget Enthusiasts
956,Dorothy,King,39,75315.06,5,2,Cost-Conscious
957,Sandra,Lee,54,133343.93,49,3,High-Value Spenders
958,Patricia,Thompson,25,71379.33,97,0,Budget Enthusiasts
959,James,Garcia,65,63341.63,91,0,Budget Enthusiasts
960,Linda,Gonzalez,50,64009.56,5,4,Middle-Income Moderate
961,Mark,Thompson,55,45558.1,71,0,Budget Enthusiasts
962,John,Rodriguez,60,131889.55,48,3,High-Value Spenders
963,Ashley,Taylor,33,39062.01,18,2,Cost-Conscious
964,Elizabeth,Johnson,22,138119.4,95,1,High-Income Conservative
965,Elizabeth,Jackson,33,56850.8,6,2,Cost-Conscious
966,Charles,Jackson,24,136925.49,66,1,High-Income Conservative
967,Kimberly,Miller,68,122806.69,77,3,High-Value Spenders
968,Steven,Martin,18,95658.38,42,1,High-Income Conservative
969,Daniel,Rodriguez,26,107031.1,52,1,High-Income Conservative
970,Dorothy,Taylor,35,62359.73,11,2,Cost-Conscious
971,Ashley,Clark,62,94649.72,26,4,Middle-Income Moderate
972,Michael,Johnson,64,58012.38,21,4,Middle-Income Moderate
973,Mark,Scott,20,72295.47,66,0,Budget Enthusiasts
974,Linda,Jackson,41,119406.13,40,1,High-Income Conservative
975,James,Taylor,45,51711.23,56,0,Budget Enthusiasts
976,John,Jones,27,129049.98,51,1,High-Income Conservative
977,Margaret,Moore,26,68864.77,20,2,Cost-Conscious
978,Daniel,Miller,30,89182.09,81,0,Budget Enthusiasts
979,Linda,Taylor,65,142454.86,80,3,High-Value Spenders
980,John,Scott,52,108563.23,57,3,High-Value Spenders
981,Steven,Brown,40,103928.53,5,1,High-Income Conservative
982,Dorothy,Harris,64,112509.0,14,4,Middle-Income Moderate
983,Linda,Jones,34,139354.47,24,1,High-Income Conservative
984,Kimberly,Robinson,63,52306.78,68,0,Budget Enthusiasts
985,Paul,Lopez,24,99721.36,52,1,High-Income Conservative
986,Ashley,Brown,69,72051.2,48,4,Middle-Income Moderate
987,Margaret,White,33,21541.19,88,0,Budget Enthusiasts
988,Jessica,Lewis,57,36289.12,47,4,Middle-Income Moderate
989,Ashley,Rodriguez,53,62248.95,60,0,Budget Enthusiasts
990,Sarah,Brown,37,93450.0,73,0,Budget Enthusiasts
991,Patricia,White,41,134591.72,3,1,High-Income Conservative
992,Christopher,Wilson,64,122844.84,9,4,Middle-Income Moderate
993,Jessica,Jones,22,91933.38,82,0,Budget Enthusiasts
994,Donald,Moore,62,29603.15,83,0,Budget Enthusiasts
995,Karen,Jackson,23,57167.82,24,2,Cost-Conscious
996,Michael,Lopez,45,67672.12,4,4,Middle-Income Moderate
997,Elizabeth,Moore,22,100823.23,9,1,High-Income Conservative
998,Michael,Taylor,66,28440.07,97,0,Budget Enthusiasts
999,Steven,Robinson,56,88925.16,1,4,Middle-Income Moderate
1000,Daniel,White,55,137190.39,35,3,High-Value Spenders
1001,Christopher,Hernandez,19,111706.25,74,1,High-Income Conservative
1002,Charles,Wright,60,123619.98,12,4,Middle-Income Moderate
1003,Charles,Thompson,56,108617.83,18,4,Middle-Income Moderate
1004,Emily,Taylor,38,46856.58,78,0,Budget Enthusiasts
1005,Mark,Smith,57,34362.9,10,4,Middle-Income Moderate
1006,Karen,Anderson,54,127833.79,74,3,High-Value Spenders
1007,Mary,Young,35,110415.58,18,1,High-Income Conservative
1008,James,Rodriguez,65,94758.0,24,4,Middle-Income Moderate
1009,Robert,Anderson,63,44606.77,1,4,Middle-Income Moderate
1010,Nancy,Ramirez,29,98434.85,94,0,Budget Enthusiasts
1011,David,White,34,24071.83,79,0,Budget Enthusiasts
1012,Mary,Wright,54,35449.09,72,0,Budget Enthusiasts
1013,John,Perez,63,60545.72,99,0,Budget Enthusiasts
1014,Daniel,Clark,55,77685.98,82,0,Budget Enthusiasts
1015,Susan,Jackson,32,35673.38,16,2,Cost-Conscious
1016,Nancy,Lopez,24,35592.22,85,0,Budget Enthusiasts
1017,Robert,Martin,31,114366.18,15,1,High-Income Conservative
1018,Sandra,Smith,67,94063.52,62,3,High-Value Spenders
1019,William,Lee,18,89386.46,5,2,Cost-Conscious
1020,Kimberly,Smith,55,78816.48,45,4,Middle-Income Moderate
1021,Paul,Martinez,20,146950.6,52,1,High-Income Conservative
1022,Lisa,Young,54,26474.04,71,0,Budget Enthusiasts
1023,Margaret,Perez,61,43481.53,7,4,Middle-Income Moderate
1024,Thomas,Moore,48,104176.01,27,4,Middle-Income Moderate
1025,Elizabeth,Young,60,37727.54,89,0,Budget Enthusiasts
1026,Sandra,Clark,30,96619.52,86,0,Budget Enthusiasts
1027,Daniel,Ramirez,65,93808.96,13,4,Middle-Income Moderate
1028,Ashley,Moore,35,146230.67,17,1,High-Income Conservative
1029,Thomas,Lewis,34,134840.24,44,1,High-Income Conservative
1030,Thomas,Moore,34,142921.93,13,1,High-Income Conservative
1031,Jessica,Davis,28,34768.31,90,0,Budget Enthusiasts
1032,William,Walker,37,132859.3,73,1,High-Income Conservative
1033,Mary,King,27,36781.79,5,2,Cost-Conscious
1034,Matthew,Miller,46,102281.18,33,4,Middle-Income Moderate
1035,William,Scott,65,113610.16,4,4,Middle-Income Moderate
1036,Lisa,Moore,51,40910.95,92,0,Budget Enthusiasts
1037,Patricia,Rodriguez,34,102245.72,26,1,High-Income Conservative
1038,Betty,Rodriguez,69,26819.86,68,0,Budget Enthusiasts
1039,Mark,Davis,59,58124.59,16,4,Middle-Income Moderate
1040,Kimberly,Wright,30,139750.6,22,1,High-Income Conservative
1041,Daniel,Moore,61,42325.05,36,4,Middle-Income Moderate
1042,David,Jones,64,28485.1,58,4,Middle-Income Moderate
1043,Jennifer,Wilson,56,77678.17,55,4,Middle-Income Moderate
1044,Karen,Ramirez,44,130580.37,35,1,High-Income Conservative
1045,Christopher,Robinson,43,29967.41,25,2,Cost-Conscious
1046,Emily,Brown,45,66219.6,72,0,Budget Enthusiasts
1047,Kimberly,Martin,30,136970.73,81,1,High-Income Conservative
1048,Thomas,Harris,29,35360.22,61,0,Budget Enthusiasts
1049,Matthew,Ramirez,61,60386.91,18,4,Middle-Income Moderate
1050,Susan,Lopez,45,121194.68,58,3,High-Value Spenders
1051,Daniel,Johnson,19,90617.43,76,1,High-Income Conservative
1052,Lisa,Wilson,54,128203.31,57,3,High-Value Spenders
1053,Christopher,Perez,51,34507.4,97,0,Budget Enthusiasts
1054,Anthony,Walker,40,139672.04,87,3,High-Value Spenders
1055,Donald,Thompson,69,141538.53,63,3,High-Value Spenders
1056,Jennifer,Martin,62,40190.69,12,4,Middle-Income Moderate
1057,Anthony,Brown,46,24403.81,11,2,Cost-Conscious
1058,Kimberly,Anderson,52,148679.38,13,1,High-Income Conservative
1059,Susan,White,28,82692.71,35,2,Cost-Conscious
1060,Michael,Harris,65,94369.8,27,4,Middle-Income Moderate
1061,Elizabeth,Smith,50,100067.62,89,3,High-Value Spenders
1062,Thomas,Miller,68,122656.9,67,3,High-Value Spenders
1063,Betty,Walker,28,125558.44,89,1,High-Income Conservative
1064,Christopher,Lopez,26,45210.28,45,2,Cost-Conscious
1065,Dorothy,Jones,31,50762.78,74,0,Budget Enthusiasts
1066,Mary,Lopez,26,133988.29,81,1,High-Income Conservative
1067,James,Moore,56,126537.29,67,3,High-Value Spenders
1068,Emily,Johnson,65,100290.52,22,4,Middle-Income Moderate
1069,Betty,Martinez,20,149310.89,78,1,High-Income Conservative
1070,Mark,Anderson,46,115573.91,91,3,High-Value Spenders
1071,Christopher,Robinson,36,48058.78,42,2,Cost-Conscious
1072,David,Taylor,53,130063.73,20,4,Middle-Income Moderate
1073,David,Brown,49,73915.24,48,4,Middle-Income Moderate
1074,Emily,Miller,24,24699.85,18,2,Cost-Conscious
1075,Paul,Walker,45,61784.77,77,0,Budget Enthusiasts
1076,Kimberly,King,61,119261.66,70,3,High-Value Spenders
1077,Margaret,Garcia,35,144826.81,74,1,High-Income Conservative
1078,Lisa,King,22,55897.73,93,0,Budget Enthusiasts
1079,Robert,Anderson,40,52047.12,6,2,Cost-Conscious
1080,Steven,Wilson,39,93270.16,39,1,High-Income Conservative
1081,Emily,Garcia,43,125518.91,11,1,High-Income Conservative
1082,Nancy,Young,59,117048.34,25,4,Middle-Income Moderate
1083,Charles,Williams,29,92794.66,94,0,Budget Enthusiasts
1084,Paul,Williams,57,102080.66,55,3,High-Value Spenders
1085,Thomas,Perez,36,51472.86,84,0,Budget Enthusiasts
1086,Kimberly,Perez,64,76234.65,58,4,Middle-Income Moderate
1087,William,Martinez,18,53197.53,37,2,Cost-Conscious
1088,Betty,Williams,20,134974.34,16,1,High-Income Conservative
1089,Mary,Lopez,44,34632.09,95,0,Budget Enthusiasts
1090,William,Lewis,35,108366.27,93,0,Budget Enthusiasts
1091,William,Taylor,67,53836.82,70,4,Middle-Income Moderate
1092,Thomas,Miller,47,81825.06,93,0,Budget Enthusiasts
1093,James,Gonzalez,19,58923.66,96,0,Budget Enthusiasts
1094,Matthew,Johnson,22,62021.89,73,0,Budget Enthusiasts
1095,Matthew,Brown,46,53851.09,37,2,Cost-Conscious
1096,Paul,Martinez,50,117863.08,53,3,High-Value Spenders
1097,John,White,59,67543.06,87,0,Budget Enthusiasts
1098,Sandra,Taylor,37,114426.41,16,1,High-Income Conservative
1099,Kimberly,Garcia,47,79289.09,18,4,Middle-Income Moderate
1100,Susan,Jackson,59,91141.99,19,4,Middle-Income Moderate
1101,Charles,Jones,22,90627.37,44,1,High-Income Conservative
1102,Thomas,Young,67,146860.77,2,4,Middle-Income Moderate
1103,Elizabeth,Martinez,38,67718.12,58,0,Budget Enthusiasts
1104,Susan,Rodriguez,32,46998.93,10,2,Cost-Conscious
1105,Sarah,Clark,37,138532.95,76,1,High-Income Conservative
1106,Margaret,Gonzalez,25,42729.11,46,2,Cost-Conscious
1107,Charles,Jackson,66,128474.97,82,3,High-Value Spenders
1108,Linda,Lee,48,39527.94,19,2,Cost-Conscious
1109,Donald,White,29,105634.16,38,1,High-Income Conservative
1110,Christopher,Brown,38,39570.31,37,2,Cost-Conscious
1111,Thomas,White,47,140001.16,91,3,High-Value Spenders
1112,Daniel,Wright,44,93451.08,78,0,Budget Enthusiasts
1113,Sarah,Williams,61,62805.6,45,4,Middle-Income Moderate
1114,Jennifer,Brown,43,38241.96,34,2,Cost-Conscious
1115,Linda,Wright,50,68254.99,2,4,Middle-Income Moderate
1116,Matthew,Walker,43,111652.6,44,1,High-Income Conservative
1117,Karen,Harris,43,70043.61,97,0,Budget Enthusiasts
1118,Matthew,Gonzalez,53,51992.24,83,0,Budget Enthusiasts
1119,Susan,Brown,57,95063.23,27,4,Middle-Income Moderate
1120,Joseph,Wilson,18,74316.84,48,2,Cost-Conscious
1121,Betty,Gonzalez,32,41554.81,94,0,Budget Enthusiasts
1122,Betty,Clark,67,40018.44,7,4,Middle-Income Moderate
1123,Ashley,Garcia,18,111970.06,27,1,High-Income Conservative
1124,Elizabeth,Taylor,28,146707.35,85,1,High-Income Conservative
1125,Sarah,Scott,19,50302.23,71,0,Budget Enthusiasts
1126,Michael,Wright,18,120509.32,89,1,High-Income Conservative
1127,Thomas,Taylor,48,31388.87,18,2,Cost-Conscious
1128,Daniel,Johnson,61,69604.87,33,4,Middle-Income Moderate
1129,Betty,Gonzalez,33,85869.46,33,2,Cost-Conscious
1130,Christopher,Johnson,39,54937.1,96,0,Budget Enthusiasts
1131,Lisa,Ramirez,59,88845.19,25,4,Middle-Income Moderate
1132,Michael,Sanchez,35,134739.88,14,1,High-Income Conservative
1133,Jessica,Perez,64,142776.94,38,3,High-Value Spenders
1134,Joseph,Williams,34,33072.4,38,2,Cost-Conscious
1135,Michael,Wright,47,55339.97,4,4,Middle-Income Moderate
1136,William,Lopez,27,147287.41,62,1,High-Income Conservative
1137,Linda,White,52,55154.39,82,0,Budget Enthusiasts
1138,Daniel,Jones,38,110051.96,10,1,High-Income Conservative
1139,Mark,Martin,33,52948.98,35,2,Cost-Conscious
1140,Karen,Gonzalez,23,66327.53,99,0,Budget Enthusiasts
1141,Donald,Lopez,20,44866.27,23,2,Cost-Conscious
1142,Sandra,Gonzalez,58,131319.03,89,3,High-Value Spenders
1143,Paul,Martinez,60,134744.34,65,3,High-Value Spenders
1144,Karen,Allen,38,58598.63,82,0,Budget Enthusiasts
1145,Thomas,Thomas,30,127066.68,79,1,High-Income Conservative
1146,Jessica,Wright,35,66571.41,25,2,Cost-Conscious
1147,Donald,Williams,41,32872.52,96,0,Budget Enthusiasts
1148,Margaret,Jones,44,118549.93,53,1,High-Income Conservative
1149,Paul,Sanchez,21,97538.01,84,0,Budget Enthusiasts
1150,Kimberly,Hernandez,39,55669.72,17,2,Cost-Conscious
1151,John,Miller,41,52889.97,57,0,Budget Enthusiasts
1152,Betty,Martinez,57,146831.04,75,3,High-Value Spenders
1153,Daniel,King,62,132125.14,77,3,High-Value Spenders
1154,Joseph,Williams,27,125273.78,89,1,High-Income Conservative
1155,Patricia,Davis,19,36642.3,20,2,Cost-Conscious
1156,Mark,Walker,57,118174.35,25,4,Middle-Income Moderate
1157,Lisa,Hernandez,23,47890.23,42,2,Cost-Conscious
1158,Matthew,Miller,65,147060.56,45,3,High-Value Spenders
1159,Richard,Johnson,35,26771.59,31,2,Cost-Conscious
1160,Karen,Garcia,34,65778.0,65,0,Budget Enthusiasts
1161,Steven,Young,55,75724.22,52,4,Middle-Income Moderate
1162,Sarah,Martin,62,127146.38,80,3,High-Value Spenders
1163,Mary,King,40,119608.97,92,3,High-Value Spenders
1164,Paul,Thomas,63,68748.98,21,4,Middle-Income Moderate
1165,Kimberly,Harris,47,93522.84,30,4,Middle-Income Moderate
1166,Sandra,Lopez,38,128627.37,3,1,High-Income Conservative
1167,Richard,Miller,27,22365.95,98,0,Budget Enthusiasts
1168,Richard,Taylor,60,124283.15,70,3,High-Value Spenders
1169,Karen,Hernandez,30,143096.48,43,1,High-Income Conservative
1170,Ashley,Garcia,29,24168.39,29,2,Cost-Conscious
1171,Ashley,Thompson,26,25925.53,3,2,Cost-Conscious
1172,Paul,Clark,21,64786.82,58,2,Cost-Conscious
1173,Mark,Garcia,56,31410.04,33,4,Middle-Income Moderate
1174,Mark,Johnson,41,82305.89,75,0,Budget Enthusiasts
1175,Sarah,Perez,51,114732.39,45,3,High-Value Spenders
1176,Elizabeth,Martin,56,93696.9,69,3,High-Value Spenders
1177,Sandra,Harris,58,45536.15,32,4,Middle-Income Moderate
1178,Matthew,Anderson,22,105125.47,82,1,High-Income Conservative
1179,Nancy,Lewis,32,109031.08,84,0,Budget Enthusiasts
1180,Robert,Davis,67,141217.97,52,3,High-Value Spenders
1181,James,Allen,21,39083.6,64,2,Cost-Conscious
1182,Sandra,Perez,68,110003.7,40,4,Middle-Income Moderate
1183,John,Jones,69,138485.54,92,3,High-Value Spenders
1184,Jessica,Moore,56,85203.34,13,4,Middle-Income Moderate
1185,Sandra,Robinson,25,67033.96,90,0,Budget Enthusiasts
1186,Patricia,Walker,66,42197.43,80,0,Budget Enthusiasts
1187,Karen,Martinez,62,132682.3,89,3,High-Value Spenders
1188,Matthew,Anderson,41,71252.03,74,0,Budget Enthusiasts
1189,James,Moore,45,140234.72,29,1,High-Income Conservative
1190,Joseph,Thompson,60,130208.58,63,3,High-Value Spenders
1191,William,Allen,44,68963.18,84,0,Budget Enthusiasts
1192,Joseph,Thomas,18,94608.86,26,1,High-Income Conservative
1193,Margaret,Wright,51,23532.62,96,0,Budget Enthusiasts
1194,Patricia,King,34,54218.78,59,0,Budget Enthusiasts
1195,Susan,Ramirez,54,112335.47,49,3,High-Value Spenders
1196,Jennifer,Johnson,55,108128.42,53,3,High-Value Spenders
1197,Margaret,Robinson,43,65938.03,88,0,Budget Enthusiasts
1198,David,Gonzalez,41,125119.04,31,1,High-Income Conservative
1199,Richard,Thomas,56,50658.69,12,4,Middle-Income Moderate
1200,Kimberly,Jones,38,79965.17,58,0,Budget Enthusiasts
1201,Matthew,Ramirez,47,81428.98,36,4,Middle-Income Moderate
1202,Michael,Martin,64,64306.18,10,4,Middle-Income Moderate
1203,Patricia,White,68,144106.59,6,4,Middle-Income Moderate
1204,Linda,Clark,65,110568.92,7,4,Middle-Income Moderate
1205,Nancy,Robinson,30,90095.91,31,1,High-Income Conservative
1206,Mark,Clark,54,86366.96,91,3,High-Value Spenders
1207,Elizabeth,Sanchez,20,40708.49,72,0,Budget Enthusiasts
1208,Kimberly,Miller,49,68384.3,3,4,Middle-Income Moderate
1209,Betty,Jones,52,107460.53,47,3,High-Value Spenders
1210,John,Thompson,36,140194.13,85,3,High-Value Spenders
1211,Jennifer,Ramirez,31,126140.33,1,1,High-Income Conservative
1212,Robert,King,65,59050.67,45,4,Middle-Income Moderate
1213,Robert,Anderson,39,76414.36,54,0,Budget Enthusiasts
1214,Daniel,Young,34,30779.28,50,2,Cost-Conscious
1215,William,Sanchez,21,33282.4,79,0,Budget Enthusiasts
1216,Paul,Walker,62,81129.95,7,4,Middle-Income Moderate
1217,Nancy,Jackson,57,88928.52,63,3,High-Value Spenders
1218,Paul,Rodriguez,36,54323.52,15,2,Cost-Conscious
1219,Karen,Lewis,54,103561.75,89,3,High-Value Spenders
1220,Thomas,Brown,19,111439.49,67,1,High-Income Conservative
1221,Margaret,Williams,32,58885.1,30,2,Cost-Conscious
1222,John,Lewis,19,118595.21,78,1,High-Income Conservative
1223,Ashley,Hernandez,28,46728.64,68,0,Budget Enthusiasts
1224,Paul,Allen,62,90752.68,36,4,Middle-Income Moderate
1225,Richard,Hernandez,40,124556.54,67,3,High-Value Spenders
1226,Matthew,Clark,27,89811.18,5,2,Cost-Conscious
1227,William,Allen,20,138035.15,25,1,High-Income Conservative
1228,Patricia,Lee,22,27605.16,95,0,Budget Enthusiasts
1229,Jessica,Walker,20,96480.8,11,1,High-Income Conservative
1230,Kimberly,Johnson,55,93028.21,72,3,High-Value Spenders
1231,David,Clark,30,105845.93,90,0,Budget Enthusiasts
1232,John,Scott,59,128342.89,66,3,High-Value Spenders
1233,Dorothy,Hernandez,36,114360.9,28,1,High-Income Conservative
1234,Mark,Moore,57,122736.76,60,3,High-Value Spenders
1235,William,Smith,67,57546.17,10,4,Middle-Income Moderate
1236,John,Wright,52,70374.66,50,4,Middle-Income Moderate
1237,Matthew,Wright,41,101481.01,39,1,High-Income Conservative
1238,Kimberly,Walker,41,91949.99,37,1,High-Income Conservative
1239,Susan,Ramirez,34,144943.5,63,1,High-Income Conservative
1240,William,Smith,57,44288.48,61,0,Budget Enthusiasts
1241,Joseph,Harris,27,65666.19,85,0,Budget Enthusiasts
1242,Matthew,Martin,19,94458.18,92,0,Budget Enthusiasts
1243,Robert,Williams,61,132835.29,38,3,High-Value Spenders
1244,David,Johnson,40,140815.31,33,1,High-Income Conservative
1245,Kimberly,Moore,23,63684.72,75,0,Budget Enthusiasts
1246,Margaret,Martinez,19,28724.1,45,2,Cost-Conscious
1247,Joseph,Jones,38,74810.56,44,2,Cost-Conscious
1248,Linda,Rodriguez,52,71264.74,1,4,Middle-Income Moderate
1249,Robert,Johnson,66,148243.32,53,3,High-Value Spenders
1250,Betty,King,46,76037.96,47,4,Middle-Income Moderate
1251,Karen,Walker,24,59743.99,33,2,Cost-Conscious
1252,Jennifer,Martinez,46,67499.06,67,0,Budget Enthusiasts
1253,Richard,Lopez,54,71600.42,90,0,Budget Enthusiasts
1254,Dorothy,Scott,40,126800.25,15,1,High-Income Conservative
1255,Robert,Lee,50,30531.94,14,4,Middle-Income Moderate
1256,Richard,Garcia,25,61145.92,23,2,Cost-Conscious
1257,Thomas,Williams,29,145621.4,54,1,High-Income Conservative
1258,Ashley,Martinez,63,39903.33,8,4,Middle-Income Moderate
1259,Mark,Jones,65,116538.17,54,3,High-Value Spenders
1260,John,Sanchez,27,66331.16,36,2,Cost-Conscious
1261,Kimberly,Lee,32,95632.12,84,0,Budget Enthusiasts
1262,Anthony,Sanchez,41,32941.25,52,0,Budget Enthusiasts
1263,Richard,Sanchez,43,59833.52,6,2,Cost-Conscious
1264,Steven,Davis,64,85112.44,97,3,High-Value Spenders
1265,Jennifer,Jones,59,50121.09,28,4,Middle-Income Moderate
1266,Margaret,Anderson,56,90443.09,50,4,Middle-Income Moderate
1267,Charles,Thomas,20,48568.71,38,2,Cost-Conscious
1268,Sarah,Smith,19,104513.07,30,1,High-Income Conservative
1269,Dorothy,Thomas,23,137566.06,81,1,High-Income Conservative
1270,Steven,Williams,38,31113.52,73,0,Budget Enthusiasts
1271,Richard,Walker,26,48160.08,92,0,Budget Enthusiasts
1272,Matthew,Gonzalez,27,129774.99,54,1,High-Income Conservative
1273,Emily,Thomas,53,102101.95,71,3,High-Value Spenders
1274,Anthony,Lee,20,30232.16,46,2,Cost-Conscious
1275,Michael,Johnson,58,83225.51,28,4,Middle-Income Moderate
1276,Robert,Clark,41,47268.61,17,2,Cost-Conscious
1277,Donald,Sanchez,39,45882.53,48,2,Cost-Conscious
1278,Daniel,Harris,66,142283.89,44,3,High-Value Spenders
1279,Elizabeth,Hernandez,31,119000.4,60,1,High-Income Conservative
1280,Ashley,Davis,59,110509.98,60,3,High-Value Spenders
